Reference,NbReceptionDerniersMois,QteReceptionneeDerniersMois,NbReceptionMois2,QteReceptionneeMois2,NbReceptionMois3,QteReceptionneeMois3
REF-149239,5,2117,5,2630,11,1728
REF-105468,8,2899,7,2662,17,3301
REF-112420,87,4830,51,2681,7,2344
REF-144008,22,4440,5,2837,6,3015
REF-109448,17,3358,26,1910,16,1323
REF-144323,6,880,5,989,2,1108
REF-128737,12,4312,14,4768,48,5618
REF-134276,1,328,1,194,1,231
REF-149389,13,2687,19,2079,5,1801
REF-120603,6,578,1,325,1,317
REF-107724,15,4678,8,2890,10,1771
REF-120168,3,1428,2,1371,2,959
REF-117827,12,3493,31,4431,27,5435
REF-147670,16,4983,8,3421,73,4134
REF-107852,4,665,3,851,1,439
REF-148984,13,2277,12,2122,2,1330
REF-146814,27,1842,3,1908,2,1001
REF-124757,32,4818,21,2987,8,1605
REF-101625,2,876,4,797,5,912
REF-117930,8,4077,14,3539,9,3014
REF-121634,7,2471,6,1749,4,1770
REF-116336,10,1783,21,1372,19,1213
REF-112812,6,1587,3,840,2,1053
REF-112634,38,4235,12,2628,10,3412
REF-124105,5,2803,4,1998,5,1205
REF-131251,16,3749,8,2872,5,2517
REF-126015,3,1326,4,1607,2,1417
REF-138863,4,1613,3,1170,4,1320
REF-147146,7,2922,52,2990,14,2936
REF-126750,19,2923,32,2954,17,1898
REF-113161,3,1584,4,1718,5,2000
REF-125985,10,3888,8,3187,8,1624
REF-145114,7,3763,12,4830,9,4120
REF-124620,58,3480,11,3327,13,3802
REF-145056,9,3875,5,2486,4,2278
REF-132992,17,4332,18,4977,34,2552
REF-144703,15,2059,7,2600,6,3081
REF-100878,6,2274,2,1187,4,785
REF-104532,14,3462,4,1764,11,946
REF-149273,8,3559,12,3082,6,2191
REF-103897,25,3104,12,3201,14,1933
REF-106667,20,3545,14,2821,6,2557
REF-137167,31,1809,6,1459,9,1826
REF-149084,1,515,5,544,2,688
REF-127985,9,2979,5,1657,2,1154
REF-112296,21,2285,8,2343,20,2831
REF-141622,2,609,3,624,2,467
REF-110223,2,389,2,446,2,316
REF-148169,15,2986,7,3465,5,2069
REF-123467,10,2308,15,2668,7,3295
REF-147072,38,4542,10,2979,9,3454
REF-132804,19,3480,5,2238,13,1770
REF-139406,14,3839,15,3317,8,1922
REF-113100,7,1892,3,1617,3,1512
REF-145528,12,4229,29,4055,8,3955
REF-119211,34,2809,6,2912,10,1997
REF-121809,3,1041,4,1026,2,1102
REF-146769,9,4270,11,2284,6,2382
REF-119395,21,1489,5,1331,8,880
REF-110107,1,839,1,765,5,818
REF-133439,10,3002,32,2737,6,3096
REF-108200,9,2082,4,1954,4,1997
REF-113300,9,4076,7,2512,6,1330
REF-102600,1,12,1,11,1,9
REF-147270,15,3650,33,3451,13,1780
REF-139497,4,1758,3,905,3,1142
REF-118490,6,2043,19,1887,11,2271
REF-112459,9,3999,10,3794,12,4687
REF-125444,1,513,1,352,1,406
REF-127990,30,4476,45,3969,11,4353
REF-100053,19,4288,21,3948,19,2503
REF-100001,6,3033,29,2932,41,2133
REF-106705,10,4509,11,4232,7,3539
REF-121266,3,492,2,578,1,476
REF-111773,11,4882,24,3960,5,2636
REF-133276,1,223,1,188,1,137
REF-121757,10,1178,1,652,1,573
REF-140106,9,4355,4,2342,6,1281
REF-116214,27,4104,9,4373,26,4303
REF-115076,21,2007,22,2298,2,1247
REF-133202,6,3044,7,2209,3,1164
REF-107904,11,3692,15,3325,9,2519
REF-134652,1,343,1,299,1,348
REF-140473,7,2989,8,3404,17,3392
REF-112663,6,419,1,503,1,642
REF-113419,4,2071,25,1462,10,1865
REF-116844,21,2130,6,2301,5,2380
REF-144111,7,1081,13,1278,2,1375
REF-120342,8,2602,12,2562,7,2906
REF-141767,10,4178,6,3091,8,3100
REF-127664,2,149,1,105,1,61
REF-143458,4,1798,7,1458,7,1274
REF-103790,8,2269,8,1748,13,2029
REF-129590,10,2135,12,2726,18,2539
REF-119277,10,2350,12,2755,11,1891
REF-130502,4,1202,2,1313,3,949
REF-140876,5,2172,2,1149,4,997
REF-116829,54,2817,8,2702,25,3461
REF-108502,8,3874,34,4991,17,5604
REF-121297,10,1584,5,1977,4,1661
REF-116130,26,2597,12,2601,4,2052
REF-139663,18,2607,6,2963,8,2139
REF-137665,24,4780,11,4319,7,2630
REF-118017,16,945,5,1103,2,1389
REF-146272,11,1714,3,1117,5,845
REF-148876,1,103,1,57,1,43
REF-140488,14,735,3,834,1,798
REF-133816,25,3108,5,2819,6,2263
REF-126725,23,3713,5,2365,8,2859
REF-127118,11,4816,27,4605,16,2899
REF-100302,5,2398,6,2909,15,3008
REF-125629,1,110,1,88,1,79
REF-128991,6,2038,5,2514,5,1617
REF-137007,14,4467,11,4370,21,3066
REF-103478,7,1484,6,937,1,566
REF-138574,10,1740,3,1306,4,1260
REF-119576,3,1480,7,1784,9,1773
REF-118558,3,1538,4,1432,6,1226
REF-142888,11,4509,19,4493,18,3992
REF-115079,8,1692,29,1932,3,1181
REF-113160,15,4260,16,2443,4,1872
REF-126206,3,1344,17,1570,3,962
REF-118561,3,1430,9,1739,8,2133
REF-127351,53,4454,31,5324,16,5109
REF-130895,7,2356,4,1575,11,1310
REF-146756,16,1675,9,2047,6,1279
REF-100760,11,4221,15,3669,18,4676
REF-135811,3,1388,6,1627,2,1454
REF-148915,24,2387,7,2127,13,2639
REF-140424,10,2308,6,2693,19,2186
REF-113741,12,4020,6,2524,6,2269
REF-135991,11,4450,50,3873,11,2807
REF-123992,6,2732,5,2246,16,1283
REF-130982,10,3164,7,2952,9,2479
REF-149377,4,2188,16,2392,13,2939
REF-134028,33,3202,12,2861,7,3620
REF-128636,12,4548,7,2727,21,2646
REF-112892,12,3764,5,2314,11,1669
REF-131589,90,4600,101,5259,6,2828
REF-105399,8,1329,5,1694,3,1573
REF-121290,1,61,1,40,1,44
REF-146541,5,2574,47,3028,5,2063
REF-132514,2,968,5,994,9,1290
REF-119812,1,52,1,50,1,45
REF-135330,8,3446,12,3613,31,1817
REF-117804,6,1533,4,1499,2,1095
REF-134966,6,3006,10,2649,4,2153
REF-138502,3,1756,9,2193,7,2344
REF-126492,1,10,1,12,1,13
REF-137156,1,233,1,129,1,80
REF-148603,5,1519,1,765,1,608
REF-130103,28,4896,10,4091,12,4832
REF-100561,10,3915,21,3349,8,4227
REF-138732,8,3948,13,4764,7,2735
REF-115000,28,3322,10,2783,9,2958
REF-105961,7,2573,8,1487,3,1812
REF-112752,1,371,1,368,1,320
REF-128763,10,3770,6,2780,7,3035
REF-111902,17,4649,10,4629,10,2496
REF-129964,4,2085,3,1125,2,865
REF-123236,32,4546,11,5193,17,3270
REF-130840,15,2274,14,2844,10,2195
REF-141691,4,1274,18,1632,6,1414
REF-141961,7,3039,9,3581,7,3010
REF-110698,5,1459,6,1185,2,1142
REF-133209,11,4231,11,2339,6,1923
REF-120978,9,2599,11,2641,7,2416
REF-104300,45,3376,37,3000,6,2679
REF-137146,2,543,1,523,1,616
REF-137238,17,1581,4,1441,5,1396
REF-125582,1,33,1,28,1,20
REF-130954,6,1615,3,808,3,964
REF-110940,14,4242,18,2699,7,3485
REF-108282,7,3610,8,3622,7,3490
REF-132346,3,281,1,243,1,205
REF-138102,1,80,1,95,1,69
REF-127303,10,4948,6,2511,4,2129
REF-103788,5,2085,23,1561,2,857
REF-130619,11,2990,13,2681,21,1738
REF-125000,2,1226,1,733,2,730
REF-104946,1,713,2,901,2,890
REF-129471,9,2929,6,2224,10,2026
REF-130240,1,415,1,272,1,176
REF-132787,28,4463,11,4904,59,3363
REF-112629,5,2425,16,1325,5,1459
REF-142384,14,1482,6,884,1,470
REF-102420,6,2909,6,2231,6,2476
REF-129936,10,3913,4,2093,6,2253
REF-101705,5,2152,2,1191,1,738
REF-130278,3,1761,7,2122,4,1444
REF-118904,22,4608,8,3030,5,2028
REF-106591,14,4000,13,5012,59,4467
REF-105870,4,1203,2,1274,10,1555
REF-146962,4,2146,7,2626,3,1539
REF-128194,54,4918,10,4194,33,4140
REF-129074,12,2184,6,2572,40,3226
REF-143465,1,278,1,315,1,245
REF-133415,3,551,2,683,2,808
REF-105112,20,1402,3,1027,4,1191
REF-135800,73,3681,7,3659,17,4266
REF-143501,6,2218,18,2679,4,1350
REF-104779,9,4163,5,2485,34,1980
REF-106363,48,4435,12,5457,25,6479
REF-117045,9,3336,14,2659,25,1385
REF-117767,10,3228,24,2738,5,2336
REF-147334,8,2419,5,2061,4,1836
REF-135302,2,755,7,896,4,810
REF-139982,8,3419,7,3083,8,2271
REF-118012,4,1804,6,1896,15,2285
REF-125166,6,1756,23,1610,5,2015
REF-109657,9,4230,17,3366,41,3003
REF-145953,1,168,1,125,1,107
REF-138938,4,2325,6,2481,10,2585
REF-137593,5,1157,4,1068,1,687
REF-137970,14,3635,7,3546,40,2578
REF-124470,9,4776,30,3831,11,4031
REF-140393,14,4675,6,2551,45,3005
REF-123925,3,1838,4,1849,4,1381
REF-133898,5,1911,3,1224,9,1037
REF-106875,19,3792,21,4816,27,5420
REF-126210,3,688,7,448,1,484
REF-117026,30,1950,4,1323,6,1311
REF-119515,4,1856,15,2263,10,1461
REF-127430,22,4720,24,5517,15,6356
REF-147476,9,4399,12,5560,51,5596
REF-103682,11,2338,7,1646,2,1218
REF-124681,27,1666,4,2004,3,1369
REF-102307,39,4177,17,4246,10,3075
REF-118234,10,3340,27,1691,8,2018
REF-139656,7,1675,11,1896,4,1628
REF-101151,9,3561,9,2630,28,2981
REF-120535,1,430,3,324,1,304
REF-113285,9,4040,5,2772,9,3223
REF-100552,7,3571,5,2337,21,2629
REF-149640,1,593,2,399,3,457
REF-142011,3,1927,5,1081,1,559
REF-123043,35,4102,12,3007,21,3262
REF-123070,3,736,1,473,1,575
REF-120615,2,593,2,515,6,560
REF-125265,28,4044,16,5174,20,5883
REF-135009,21,4520,20,4363,9,3209
REF-128698,45,4719,10,2468,8,2915
REF-122254,11,4995,15,3212,9,1686
REF-120547,26,4670,28,5576,13,4303
REF-131710,9,4049,20,3252,22,3505
REF-109826,16,4505,41,4683,47,2754
REF-140326,7,2796,11,3380,6,2130
REF-129363,6,1693,4,1808,8,2163
REF-144994,6,2584,44,3172,7,2236
REF-112425,25,4227,25,4614,22,3988
REF-103824,15,1304,3,1484,9,1647
REF-113940,2,1204,1,719,2,497
REF-128157,8,2794,14,3238,10,2281
REF-130893,5,1680,7,1637,6,871
REF-132107,1,358,1,303,2,207
REF-104822,7,2147,6,1612,5,1157
REF-148503,3,1474,19,1771,7,2112
REF-124627,45,3392,23,3687,17,3542
REF-148807,12,2913,8,2287,8,2956
REF-129577,3,1891,8,2404,3,1319
REF-119938,1,258,2,201,1,198
REF-117537,23,2187,19,1540,2,1189
REF-101627,16,4469,8,2913,7,1548
REF-132026,8,1507,2,764,5,960
REF-133485,9,3407,7,2223,3,1781
REF-125897,7,2775,20,2581,11,1351
REF-111885,11,3877,25,4744,40,4841
REF-104990,13,4032,16,2112,7,2640
REF-119698,1,579,1,378,1,476
REF-124184,15,4300,31,5434,9,3722
REF-134114,1,223,1,177,1,102
REF-124688,8,2877,5,2213,7,1513
REF-117088,2,467,1,243,1,221
REF-119831,5,1668,5,2003,19,1868
REF-145054,10,3422,9,1746,6,2036
REF-116707,4,672,8,656,1,377
REF-122152,18,1857,2,1090,4,1099
REF-142969,9,4636,21,4273,8,2908
REF-108238,9,2182,6,2094,5,2308
REF-106358,29,3575,23,3559,21,3230
REF-117695,13,2570,6,3169,4,2115
REF-100822,9,4164,26,5159,13,4470
REF-140586,49,4378,22,5343,20,4725
REF-142017,5,770,1,503,1,629
REF-149983,5,2681,14,2893,11,3455
REF-110758,9,2507,8,2094,8,2574
REF-111025,10,3320,15,3861,16,3800
REF-116490,7,3689,9,4502,24,2376
REF-148522,4,1983,2,1142,12,839
REF-105379,8,3812,14,4846,17,4896
REF-113043,9,1870,9,2418,5,2587
REF-103698,13,4872,12,3231,6,3334
REF-126961,5,2372,4,1572,23,1968
REF-134154,8,1368,2,1043,1,549
REF-100890,2,1228,7,1371,7,1015
REF-127302,24,4225,9,2760,8,3580
REF-108425,2,467,1,503,1,550
REF-136764,5,2421,4,1581,3,1088
REF-148268,6,3123,27,3025,7,2321
REF-128610,10,3062,12,3597,6,2739
REF-113943,25,3220,6,2147,6,2621
REF-120950,67,3828,46,3297,6,2297
REF-114713,9,3964,7,3017,17,3630
REF-107407,2,1096,3,1395,3,1010
REF-133509,1,42,1,26,1,17
REF-111844,12,1886,11,1947,5,1432
REF-103772,5,1810,7,1420,1,718
REF-119536,4,2190,5,2484,4,1872
REF-123779,8,3752,14,2594,49,2882
REF-147743,4,1813,5,2112,8,2339
REF-115403,3,1166,3,1404,2,863
REF-148216,18,1860,3,1634,12,1145
REF-135143,14,3658,36,2051,5,1383
REF-139664,20,4633,15,5258,9,4028
REF-126962,89,4464,8,2458,10,3146
REF-138611,1,18,1,17,1,10
REF-106500,51,3776,5,2496,10,2124
REF-111096,40,3417,15,2520,20,1358
REF-101606,4,2248,4,1492,2,1157
REF-104410,4,2027,5,1023,2,1068
REF-118484,7,2058,5,2324,6,1947
REF-128906,9,3105,20,2615,9,2986
REF-142000,3,1365,10,1433,10,1661
REF-101030,3,1129,4,1059,5,1082
REF-133525,4,1366,3,1367,1,781
REF-142522,2,707,3,712,6,461
REF-109733,7,3706,16,4567,12,2799
REF-111602,2,420,1,239,1,168
REF-115879,4,1162,3,1018,5,675
REF-138580,1,24,1,30,1,18
REF-135921,1,227,1,169,1,219
REF-133314,9,1977,4,2468,4,1902
REF-121942,13,3371,6,2882,8,3192
REF-145082,21,1084,3,1285,7,1103
REF-110377,16,4273,55,3677,6,2319
REF-124341,9,3232,10,3829,4,1957
REF-114260,16,3157,10,3722,74,4450
REF-132769,3,1343,5,900,2,939
REF-105024,15,4369,18,5280,41,6215
REF-132231,10,4808,10,2733,13,1617
REF-139761,1,313,2,278,1,353
REF-131510,12,1361,1,815,1,474
REF-149468,5,1022,7,831,1,599
REF-111690,13,4207,6,2566,24,2753
REF-118410,11,1944,4,2220,14,2383
REF-103468,8,4207,6,2308,6,1910
REF-121564,13,2097,6,1483,1,768
REF-132934,5,1381,9,944,1,877
REF-147922,15,4781,8,3282,13,3394
REF-123904,10,2373,5,1627,2,1209
REF-148947,7,3565,20,2029,4,1975
REF-128155,20,2135,2,1114,9,1225
REF-116119,26,1664,8,920,3,961
REF-148037,1,278,1,154,1,111
REF-121998,7,1820,16,2068,8,2615
REF-124066,22,4881,48,4630,9,4244
REF-135514,12,4381,8,3027,4,2126
REF-148477,9,3262,4,1702,3,1237
REF-108309,9,1587,2,1129,5,1320
REF-109490,5,2133,9,2305,7,2328
REF-148315,8,3582,6,2440,4,1941
REF-123537,6,2936,16,1786,2,982
REF-126330,6,2969,9,3836,11,3693
REF-117350,13,3890,5,2283,12,2071
REF-120185,7,2636,7,3242,9,2026
REF-127711,29,2266,8,1176,3,949
REF-100401,25,1348,2,911,2,590
REF-103774,11,742,1,743,1,478
REF-129893,20,4940,17,3008,9,2538
REF-111426,11,3197,13,2652,23,2297
REF-129030,7,2973,6,2945,3,1791
REF-149044,1,381,1,457,2,539
REF-104910,11,1868,6,1088,4,1044
REF-111044,1,867,2,592,2,529
REF-129853,5,2193,5,1366,3,1468
REF-122591,18,2647,20,3325,9,3612
REF-137077,17,4573,23,3715,5,2253
REF-116075,29,4061,14,3810,17,4070
REF-131301,7,3390,11,3193,10,1689
REF-144419,3,1558,7,1734,3,1248
REF-127364,9,2558,27,2415,16,2197
REF-116954,3,520,3,315,2,389
REF-149717,7,3778,26,2853,8,1948
REF-115225,8,3601,6,2799,45,3069
REF-112590,5,973,4,860,3,723
REF-103140,11,2871,9,3394,8,4321
REF-100394,1,332,1,319,1,172
REF-135819,2,1280,2,703,4,671
REF-107518,9,3835,10,3195,25,2194
REF-103905,1,146,1,81,1,93
REF-146306,2,1177,6,1138,2,683
REF-143754,11,4827,27,4813,14,4516
REF-146055,5,1278,1,700,2,465
REF-147975,12,3202,7,2781,7,3535
REF-142232,10,3860,33,3910,16,4475
REF-124128,3,1828,8,1927,10,1876
REF-129916,6,3312,11,2584,5,2194
REF-123220,12,2988,7,3672,7,3666
REF-108526,10,4171,54,3904,13,2289
REF-140950,4,1823,3,1643,3,1769
REF-112743,5,1000,3,725,2,757
REF-118339,1,241,1,144,1,185
REF-101793,2,1065,7,1074,1,851
REF-140656,16,2647,3,1817,3,1845
REF-119834,14,1332,10,987,2,996
REF-139750,12,4118,28,2653,27,2851
REF-115559,10,4667,15,3218,6,1775
REF-105729,7,3243,8,3509,9,3799
REF-115018,1,423,3,237,2,239
REF-114397,6,2779,7,2325,10,1860
REF-125035,2,791,14,949,12,1078
REF-102145,5,1641,16,2070,4,2095
REF-125663,5,1930,5,2366,7,2435
REF-111200,10,3838,6,2939,29,2751
REF-109938,25,1278,4,1216,2,695
REF-133386,2,1054,4,1032,3,1268
REF-136929,32,2991,15,3528,16,2184
REF-141844,1,422,1,407,1,215
REF-105071,10,4909,7,3070,7,2252
REF-115812,8,3737,14,4215,24,4757
REF-142185,2,1155,5,1004,8,589
REF-128332,72,4323,18,4025,8,3829
REF-101735,19,4103,26,3111,10,3413
REF-121135,41,3249,7,1681,5,2079
REF-122241,1,383,1,275,1,172
REF-118123,1,189,1,100,1,113
REF-145505,6,2427,35,2550,7,2538
REF-126502,11,2199,4,2014,4,2326
REF-130534,5,2913,21,1467,3,1206
REF-117915,12,2282,2,1437,27,1494
REF-123971,16,973,1,529,7,670
REF-109067,26,4867,19,3788,6,3084
REF-118955,13,2094,5,2489,48,2464
REF-101726,1,346,2,340,1,192
REF-143870,1,682,1,357,4,360
REF-118049,11,3882,42,4974,22,5653
REF-110494,3,1517,1,961,1,692
REF-139279,7,3360,20,3733,14,4201
REF-141171,6,3033,18,3376,34,3368
REF-118028,9,1732,26,1935,6,1564
REF-131438,58,3484,6,2198,11,2511
REF-130660,1,34,1,26,1,22
REF-114990,12,2824,18,3024,18,3271
REF-118800,1,546,9,619,6,784
REF-144591,5,693,1,396,1,263
REF-114523,4,1923,5,2216,9,2239
REF-102086,39,3933,6,2414,7,3102
REF-120021,43,3723,37,3556,19,3261
REF-145072,3,1495,15,1679,16,1760
REF-101159,56,4726,13,3187,7,2986
REF-101602,14,3492,16,2921,8,3476
REF-141505,27,2828,26,3602,9,2890
REF-135956,2,300,2,355,1,374
REF-147873,15,2455,10,2921,12,3449
REF-148664,8,2960,11,3102,18,2795
REF-134029,1,620,2,756,8,906
REF-130129,13,4672,27,5846,11,4617
REF-124933,19,4120,11,4406,24,4463
REF-105773,7,2599,24,2236,4,1760
REF-124513,3,1672,6,1624,8,1887
REF-124090,13,2581,4,1507,2,903
REF-107771,17,4502,69,5808,28,4137
REF-127441,2,946,3,564,1,380
REF-111908,15,2770,18,1615,9,1878
REF-143827,11,1980,7,1181,1,713
REF-104698,56,4646,26,5347,34,4832
REF-136460,5,1287,12,849,5,606
REF-136999,15,4540,9,4564,29,3381
REF-101002,3,1368,1,733,2,378
REF-120972,10,4616,12,4423,13,2225
REF-139567,2,879,5,637,3,813
REF-121888,2,984,2,567,2,588
REF-101462,2,488,1,607,1,458
REF-119279,8,3953,12,3861,32,3196
REF-102461,5,2590,7,1758,3,1835
REF-126146,20,4066,12,2127,6,1921
REF-139344,18,4113,12,3905,11,3505
REF-121813,4,2085,11,1563,23,1640
REF-106740,13,3753,14,4513,12,2887
REF-111768,1,181,1,140,1,113
REF-132562,14,2156,5,2202,3,1487
REF-138774,6,2879,4,1923,17,2489
REF-148530,9,2133,14,1744,4,1805
REF-113934,2,771,3,975,2,1062
REF-127224,8,1915,15,2080,6,1365
REF-146949,3,1032,6,1080,17,1330
REF-133613,12,3517,17,4203,31,4956
REF-109284,8,2675,9,1910,11,2268
REF-129108,25,4782,9,3438,8,4101
REF-139422,2,1191,4,842,3,499
REF-131098,13,3180,6,2345,12,2489
REF-113916,1,364,1,466,2,580
REF-148257,23,3736,5,2826,8,3612
REF-110642,4,1627,14,1239,3,820
REF-117340,11,2933,10,1641,9,979
REF-148183,26,3725,67,3462,14,2282
REF-125792,4,1821,3,1535,4,1625
REF-140226,7,3121,35,2949,6,2472
REF-126066,2,504,1,518,1,591
REF-148796,1,52,1,40,1,26
REF-132183,16,4155,22,5080,20,2933
REF-142826,4,1491,4,878,4,1140
REF-112727,38,3985,23,4164,14,5243
REF-147444,37,4001,13,2553,28,3253
REF-106096,11,4413,25,3280,3,1699
REF-114838,16,2366,9,2718,25,2102
REF-132832,27,3363,6,2855,5,1485
REF-131291,11,1476,19,1573,3,1144
REF-139950,3,1461,3,1539,18,1358
REF-116176,9,3884,11,4482,14,3952
REF-110533,3,1375,19,1534,2,1400
REF-123909,11,4621,13,2797,6,3118
REF-105981,40,3796,23,2908,11,3267
REF-115609,2,1207,2,863,14,1092
REF-111515,7,2611,8,2415,13,2950
REF-103916,4,718,2,807,6,513
REF-109425,19,4438,12,4982,19,4889
REF-127676,8,4003,23,3635,6,2223
REF-133356,2,401,2,209,1,132
REF-130063,13,1448,4,1528,8,1369
REF-114472,14,2711,4,1603,22,1619
REF-114039,9,1670,8,1809,2,1344
REF-145361,14,1311,2,1085,6,1272
REF-132091,14,1497,5,1923,3,1129
REF-120632,3,1627,13,2088,31,2086
REF-113683,74,4902,7,3324,17,3185
REF-107426,1,34,1,26,1,30
REF-137556,45,3803,7,3884,75,4003
REF-122827,32,1641,20,2035,4,1586
REF-135569,15,4964,17,4339,9,3846
REF-128439,20,4902,20,5094,18,5994
REF-101019,2,652,1,465,1,447
REF-125449,10,4381,10,5064,50,6361
REF-126452,2,823,2,805,3,1030
REF-111134,1,583,1,736,2,808
REF-148656,6,2551,9,2474,15,2081
REF-136111,1,613,1,524,1,287
REF-115049,4,1584,3,1878,2,1089
REF-125698,33,3732,11,2115,4,1477
REF-117849,6,2725,30,3414,10,3043
REF-126236,2,434,1,302,1,163
REF-126394,12,2165,7,1963,5,1973
REF-147564,1,347,1,305,1,230
REF-137300,12,3676,9,3665,18,3903
REF-105274,11,4857,7,2884,20,3477
REF-149573,9,4597,22,4987,14,4096
REF-111851,5,1603,4,1735,4,1976
REF-124154,6,1948,3,1180,4,714
REF-130842,1,100,1,92,1,115
REF-100583,9,2774,6,2804,15,3596
REF-139888,2,768,3,745,2,842
REF-117110,5,2601,28,2738,33,2903
REF-133402,13,1922,4,1025,6,898
REF-141330,7,1953,10,1981,7,2394
REF-129140,10,3939,11,4868,10,5130
REF-124653,10,861,4,950,14,786
REF-102296,1,113,1,103,1,59
REF-128022,5,2571,5,2452,6,2636
REF-116136,4,930,7,1024,1,684
REF-107893,12,2486,9,2214,6,1474
REF-107029,5,2440,5,1904,11,2280
REF-124048,7,2121,24,1397,3,1013
REF-127603,9,1616,5,1398,2,1086
REF-140462,7,2036,7,1569,3,1320
REF-130346,7,1309,2,916,3,1008
REF-126592,8,1768,4,2039,6,1718
REF-112993,1,482,1,620,1,328
REF-125596,8,4149,26,4339,14,5307
REF-126512,14,2783,6,2849,9,2106
REF-147273,10,1589,2,1132,8,679
REF-142180,36,4902,27,5730,14,6762
REF-104697,1,72,1,50,1,58
REF-109300,14,3185,17,3413,9,4071
REF-137974,1,123,1,82,1,105
REF-137362,10,4836,39,6117,21,6856
REF-139320,6,947,2,1098,19,1062
REF-122010,6,2908,9,3367,9,3483
REF-135031,14,4294,24,5431,17,6573
REF-119430,7,959,2,788,4,554
REF-104181,1,692,1,448,4,344
REF-133250,1,171,1,105,1,66
REF-128560,35,4027,39,4877,14,4259
REF-107720,7,3025,12,2698,17,3489
REF-131994,14,2302,6,2224,19,2062
REF-146095,23,4432,10,4630,19,3707
REF-118666,11,4277,14,2524,8,2184
REF-112328,8,984,1,739,2,664
REF-134009,6,2965,10,3707,11,2679
REF-146675,5,1167,3,646,2,834
REF-124081,10,2171,9,1778,2,1201
REF-111748,9,4782,31,5183,59,5615
REF-121963,1,636,1,395,1,363
REF-125806,24,4960,15,4944,21,2920
REF-108428,11,4447,18,5711,52,5881
REF-126810,8,2905,9,3491,8,3479
REF-103471,1,243,1,243,1,152
REF-118002,12,3045,7,3482,39,2155
REF-147153,14,4432,16,5752,32,4973
REF-130868,5,1304,2,1111,2,653
REF-100934,28,2020,3,1214,4,1089
REF-120024,2,1060,3,1373,2,1209
REF-100669,6,3254,7,2634,5,1916
REF-107194,4,2341,5,1937,4,1672
REF-117125,2,1378,4,1359,4,1267
REF-117376,4,2015,4,1827,4,1285
REF-138172,8,3988,10,2594,23,1987
REF-125520,4,586,1,593,2,340
REF-134598,5,2001,10,2420,4,2028
REF-109769,9,1537,1,791,9,1009
REF-138062,5,1821,4,2056,4,1638
REF-134182,6,2574,3,1315,1,809
REF-145960,17,1745,2,1042,5,1059
REF-124426,5,2396,13,1354,3,794
REF-124567,14,3933,17,3803,17,3888
REF-144305,2,622,1,619,4,499
REF-130629,15,4448,8,3353,9,2580
REF-113585,1,11,1,10,1,9
REF-118530,12,4692,30,5822,32,3134
REF-112317,7,2190,5,2693,29,2876
REF-104207,6,2363,9,1383,2,1171
REF-140209,1,76,1,69,1,65
REF-110314,16,3630,5,2347,12,1304
REF-141241,11,2438,8,2994,3,1582
REF-123408,5,2071,5,2470,27,1828
REF-140787,4,302,1,266,1,340
REF-130010,1,69,1,79,1,87
REF-148109,8,4098,27,4867,24,5343
REF-146896,3,1045,2,895,2,1134
REF-104740,4,1935,7,1669,4,2168
REF-147924,12,3506,16,3063,11,2556
REF-132823,1,64,1,42,1,52
REF-105065,12,4866,19,5142,64,4035
REF-109170,7,1111,1,663,10,791
REF-101064,1,176,1,153,1,183
REF-115813,9,2683,30,2823,5,2050
REF-115328,20,4944,10,3987,7,2889
REF-125917,5,796,1,639,2,341
REF-108858,5,1377,3,723,3,441
REF-132850,38,4711,19,3810,8,3832
REF-149642,4,2030,2,1045,3,1295
REF-145617,6,1639,4,1240,1,750
REF-138632,10,2370,4,1754,6,1957
REF-119820,5,1821,4,1926,6,2142
REF-146950,8,3680,12,4733,14,3027
REF-117553,22,2728,7,2562,45,2736
REF-122072,2,1217,5,1432,1,842
REF-123361,10,4093,21,2584,8,2190
REF-145698,15,2082,12,2511,29,2291
REF-137200,4,1882,4,1467,3,1351
REF-142918,10,2788,3,1662,9,1678
REF-129511,1,81,1,41,1,52
REF-140888,2,897,5,766,5,910
REF-134656,1,26,1,24,1,12
REF-133538,3,524,4,415,1,514
REF-102371,9,4275,61,5453,14,5899
REF-141788,26,4996,20,3884,20,3129
REF-104485,7,3555,25,2908,7,2921
REF-131826,1,395,1,417,5,483
REF-143691,5,1845,7,1304,13,1144
REF-116019,3,695,2,568,2,291
REF-125589,3,1029,7,681,2,682
REF-140704,13,2423,20,1388,2,1051
REF-147644,1,332,1,339,1,348
REF-104295,10,2923,17,3784,6,2144
REF-116395,8,1956,9,2382,5,2447
REF-132023,3,313,1,257,1,145
REF-118084,30,4466,6,3075,12,2174
REF-100714,19,4684,12,4295,47,4401
REF-134286,7,3042,8,2083,2,1186
REF-146612,26,2560,4,1707,15,1195
REF-148579,1,455,1,359,1,294
REF-149872,6,2317,35,2773,9,2569
REF-136066,25,4986,10,3467,5,2019
REF-103360,13,2507,5,2354,5,1396
REF-147078,3,683,1,513,1,409
REF-132390,5,467,1,307,1,379
REF-135484,6,2425,6,2294,6,2533
REF-136642,4,2012,20,1529,5,1675
REF-128492,9,2542,10,2065,4,2316
REF-115110,7,3361,7,2098,3,1271
REF-117922,1,246,1,171,1,114
REF-115586,12,1645,9,1562,12,1895
REF-115325,5,2590,13,3283,10,3536
REF-117918,10,4657,20,3820,71,4843
REF-104007,12,4843,62,4659,54,4175
REF-107376,13,4681,22,3283,8,3434
